window_start,window_end,lookahead_start,lookahead_end,churned,contract_start_date,contract_id,merchant_name,web_access_enabled,api_access_enabled,csv_export_enabled,renewals_in_lookahead,user_count,metric_bundle_count,mfa_enabled,api_calls_per_month,logins_in_window,renewal_revenue_in_window,new_business_revenue_in_window,upsell_revenue_in_window,contract_age,AvgUniqueUsers,SessionCount,PageviewCount,SavedReportCount,CompareGroupCount,supportTicketCount,PageviewSlope,SessionSlope,ScheduledReportSlope,SavedReportSlope,CompareGroupSlope,minTicketSentiment,maxTicketOpenTime,avgTicketSentiment
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2013-05-01,CNT000440,Merchant 000440,True,True,True,0,259,508,1,0,0,0.00,0.00,0.00,2159,99.9571,518.0665,11213.3439,0.0,52.9169,232.6696,-4719.8046,-69.0951,0.0,0.0,46.3674,0.2206,38.0,0.8010722222222223
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2016-10-01,CNT000032,Merchant 000032,True,False,True,1,139,163,1,0,0,0.00,0.00,0.00,759,24.4275,557.4043,4186.2172,0.0,0.0,0.0,870.466,174.1001,0.0,0.0,0.0,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2018-04-30,CNT000272,Merchant 000272,True,True,True,0,848,586,1,0,0,0.00,0.00,0.00,485,727.0794,31421.6202,331123.9834,356.7318,663.8444,91.9158,21347.6437,-344.6645,239.569,350.7075,630.0787,0.0,24.0,0.4151666666666667
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2014-06-01,CNT000616,Merchant 000616,True,True,True,5,6661,400,1,743091446,15,0.00,0.00,1611061.67,1763,16754.8946,45894.6024,573548.4526,268.7112,4471.1174,0.0,-33050.7099,-2496.627,0.0,199.4708,3740.6731,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2018-11-01,CNT000532,Merchant 000532,True,True,True,0,1724,320,1,0,0,0.00,0.00,0.00,210,163.4033,4737.8321,49333.7584,0.0,170.3593,19.1941,-2557.8261,-309.0442,0.0,0.0,178.6212,0.8426,1.0,0.8426
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2016-06-01,CNT000461,Merchant 000461,True,True,True,0,1310,425,1,0,0,0.00,0.00,0.00,1002,959.5006,3051.9702,49470.0539,9.5827,138.3822,53.059,3979.5236,352.2436,0.0,8.8416,128.7695,0.7599,13.0,0.9102
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-12-17,CNT000324,Merchant 000324,True,False,True,1,1959,490,1,0,0,0.00,0.00,0.00,317,146.529,2324.9216,42460.8687,19.378,42.3002,0.0,1072.8713,54.3588,0.0,21.4753,42.0182,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2013-09-01,CNT000604,Merchant 000604,True,True,True,0,32650,446,1,28669072,34,15344922.31,0.00,2630276.44,2006,17276.6134,236783.6187,4856592.8,758.4296,8792.6065,107.0039,-376659.7904,-162.9733,182.3792,683.1923,10050.1705,0.0,5.0,0.48315
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2016-12-31,CNT000376,Merchant 000376,True,True,True,0,4468,449,1,27703265,0,0.00,0.00,0.00,970,3900.719,117060.2903,1439177.4,44.9695,1353.5091,86.9208,-38270.6882,798.1991,15.9841,43.0005,1226.8308,0.0,35.0,0.2468666666666666
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2016-07-15,CNT000806,Merchant 000806,True,True,True,0,5034,424,1,0,0,0.00,0.00,0.00,684,2040.2376,91159.3948,2606827.7,337.9629,1608.5125,19.8031,-707166.5103,16359.1305,0.0,118.1962,1354.1465,0.2263,1.0,0.2263
2018-06-30,2018-12-30,2018-12-30,2019-03-30,1.0,2015-02-01,CNT000995,Merchant 000995,True,True,False,1,321583,194,1,0,0,0.00,0.00,0.00,1428,126.607,130.4116,1534.8424,0.0,0.0,0.0,-1086.1528,-41.8842,0.0,0.0,0.0,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2015-02-01,CNT000993,Merchant 000993,True,True,True,0,1994,354,1,75647892,15,4545605.87,0.00,157978.93,1245,22.5299,525.8992,10598.1567,0.0,0.0,20.6561,-255.4861,-13.3185,0.0,0.0,0.0,0.8957,223.0,0.8957
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2018-04-01,CNT000507,Merchant 000507,True,False,True,0,765,291,1,0,0,0.00,0.00,0.00,273,52.989,1156.1002,28004.3731,0.0,25.9628,18.2202,-14537.2962,-443.78,0.0,0.0,27.8272,0.4993,0.0,0.4993
2019-01-31,2019-07-31,2019-07-31,2019-10-31,1.0,2017-08-01,CNT000180,Merchant 000180,True,True,True,1,140,436,1,0,0,0.00,0.00,0.00,729,137.6789,1382.2945,13218.9905,0.0,26.3862,0.0,-1471.2598,-254.4564,0.0,0.0,25.4752,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2015-06-01,CNT000893,Merchant 000893,True,True,True,0,810,246,1,0,0,0.00,0.00,0.00,1398,108.8992,461.7823,3566.4073,0.0,220.1363,66.7121,-2302.5141,-191.085,0.0,0.0,55.3666,0.3818,13.0,0.6115333333333334
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2018-11-01,CNT000264,Merchant 000264,True,True,True,0,927,349,1,0,0,0.00,0.00,0.00,333,47.1006,906.551,13159.6938,0.0,131.6848,0.0,72.7429,-31.4405,0.0,0.0,105.5337,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2013-01-01,CNT000462,Merchant 000462,True,True,True,0,1904,177,1,13134464,0,0.00,0.00,0.00,2524,10778.197,65461.6835,917539.6747,393.9334,2916.9819,89.8126,-40950.6782,-1919.502,157.0978,358.7726,2091.9002,0.0,5.0,0.4697500000000001
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2018-04-30,CNT000642,Merchant 000642,True,True,True,0,4589,380,1,0,18,3264387.09,0.00,0.00,426,1826.3026,3714.0668,48391.2418,22.1218,877.0704,0.0,2996.0134,120.2243,0.0,10.5012,439.5315,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2019-04-01,CNT000358,Merchant 000358,True,True,True,0,580,215,1,0,0,0.00,0.00,0.00,212,119.1534,3945.856,47746.4531,10.0195,63.5786,0.0,1140.0982,0.0,0.0,11.4249,61.9609,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2015-12-01,CNT000450,Merchant 000450,True,True,True,2,5000,489,1,1839765,0,0.00,0.00,0.00,1215,1006.6841,17141.2844,478802.1942,8.558,1124.1264,0.0,-41700.0924,179.7512,0.0,0.0,828.8818,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,1.0,2018-01-01,CNT000792,Merchant 000792,True,False,True,1,4794,120,1,0,0,0.00,0.00,0.00,302,610.5263,3879.9137,47550.3636,0.0,294.9375,0.0,3637.7172,328.3963,0.0,0.0,213.3821,,,
2018-02-28,2018-08-28,2018-08-28,2018-11-28,1.0,2017-10-01,CNT001013,Merchant 001013,True,True,True,1,335417,266,1,0,0,0.00,0.00,0.00,331,637.2782,13150.469,264575.8462,0.0,367.8247,0.0,40358.7718,1537.9076,0.0,0.0,412.5608,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2018-11-01,CNT000532,Merchant 000532,True,True,True,0,1854,328,1,0,0,0.00,0.00,0.00,272,218.7257,4315.706,55869.9076,0.0,237.5977,19.1321,-18155.51,-793.1612,0.0,0.0,240.0889,0.8426,1.0,0.8426
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-01-01,CNT000426,Merchant 000426,True,True,True,0,280620,475,1,4628544,0,0.00,0.00,0.00,1672,10971.981,103609.6561,2376160.6,219.5393,2638.0876,40.736,-98844.218,-2811.9943,134.5568,221.0498,2450.6961,0.0,4.0,0.4446
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2018-01-01,CNT000544,Merchant 000544,True,True,True,0,4365,456,1,31124122,0,0.00,0.00,0.00,604,1123.4351,26780.0522,439702.963,29.098,1737.8865,0.0,38866.5506,2868.8026,0.0,34.0863,1782.5186,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,1.0,2018-01-01,CNT000936,Merchant 000936,True,True,True,1,1835,335,1,0,0,0.00,0.00,0.00,333,293.431,740.9799,5957.6444,0.0,115.3013,22.2184,-113.8557,-80.8096,0.0,0.0,106.9804,0.9954,69.0,0.9954
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2014-04-01,CNT000538,Merchant 000538,True,True,True,3,2382,406,1,273411615,0,0.00,0.00,0.00,1885,2400.7638,164034.6322,2017910.8,122.2404,638.0929,22.1156,-96574.4309,-4152.1742,49.2163,127.6839,716.5449,0.8113,18.0,0.8113
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2012-09-01,CNT000401,Merchant 000401,True,True,True,0,4617,426,1,31536268,36,8191060.66,0.00,1788777.58,2220,8809.2846,138550.3536,2762532.3,730.0928,2019.9082,0.0,-194580.1119,-3856.7725,35.4619,804.6616,1475.6351,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2014-02-01,CNT000719,Merchant 000719,True,True,True,0,316,417,1,0,15,1611650.04,0.00,815145.74,2067,127.5506,2774.4635,46911.6214,234.3449,537.6841,0.0,4785.9928,337.9243,331.102,199.4777,581.258,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2018-04-03,CNT000529,Merchant 000529,True,False,True,0,4917,411,1,0,0,0.00,0.00,0.00,361,603.3868,21972.7627,162536.9879,0.0,440.8638,0.0,-2026.6854,1230.8431,0.0,0.0,133.3303,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2016-05-01,CNT000045,Merchant 000045,True,False,True,0,1937,263,1,0,0,0.00,0.00,0.00,1308,111.9051,6797.7536,56127.3506,0.0,0.0,0.0,-25.156,170.0387,0.0,0.0,0.0,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2014-09-01,CNT000518,Merchant 000518,False,True,True,0,334817,128,1,0,19,295805.52,0.00,0.00,1822,306.8754,125.0411,519.7384,0.0,0.0,18.1428,0.0,0.0,0.0,0.0,0.0,0.8987,7.0,0.8987
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-12-29,CNT000839,Merchant 000839,True,False,False,0,80,239,1,0,0,0.00,0.00,0.00,1310,436.3832,15439.2403,798035.4274,78.8749,81.9699,0.0,236028.1722,-457.7044,15.4405,101.09,80.2785,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2012-11-01,CNT000373,Merchant 000373,True,True,True,1,22306,369,1,51157338,0,0.00,0.00,0.00,2067,13091.6996,115103.8273,3492025.6,263.5142,4775.5872,92.1084,-96032.5625,-4391.7231,71.1454,161.7947,4368.8443,0.8655,10.0,0.9441833333333332
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2014-11-01,CNT000514,Merchant 000514,True,False,True,0,2758,383,1,0,0,0.00,0.00,0.00,1702,3473.8456,28197.8735,465105.3498,113.1107,2286.9933,0.0,-18476.8681,-2388.8293,0.0,83.6468,1864.8427,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2014-08-01,CNT000660,Merchant 000660,True,True,True,0,4676,434,1,0,0,0.00,0.00,0.00,1916,176.2494,9365.1037,93012.8942,20.9537,611.5779,19.8968,8764.9727,126.7466,0.0,10.6251,567.8087,0.8902,2.0,0.8902
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2014-02-01,CNT000480,Merchant 000480,True,True,True,0,653,515,1,760435,0,0.00,0.00,0.00,1914,1625.2825,18771.3857,210828.1032,0.0,1360.0655,0.0,-52150.3875,-1457.4299,0.0,0.0,808.1585,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2013-01-01,CNT000750,Merchant 000750,True,True,False,1,1617,346,1,0,0,0.00,0.00,0.00,2279,2229.5276,25791.6072,353280.0157,40.2765,395.6154,21.5975,-48393.6495,-2386.7433,17.5007,31.8864,197.4635,0.8343,25.0,0.8343
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2011-09-01,CNT000375,Merchant 000375,True,True,True,0,11407,593,1,15655495,15,0.00,0.00,730613.58,2616,12585.2277,180829.6483,5022980.9,78.9342,6176.8278,212.3432,-510721.2748,-9636.6379,0.0,60.8243,4728.4454,0.0,74.0,0.8816437500000001
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2018-11-22,CNT000325,Merchant 000325,True,True,True,0,767,504,1,0,0,0.00,0.00,0.00,251,536.0169,13738.6862,136638.5623,32.144,124.5459,0.0,26510.2301,2443.6814,0.0,28.8403,119.3665,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2015-06-01,CNT000764,Merchant 000764,True,True,True,0,954,289,1,0,39,0.00,0.00,1559469.82,1368,144.2534,2081.4119,44472.5182,10.4248,24.0669,45.0219,4506.4485,379.9249,0.0,10.7967,23.3603,0.4019,19.0,0.6443
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2018-04-03,CNT000529,Merchant 000529,True,False,True,0,3949,473,1,0,0,0.00,0.00,0.00,606,921.4914,13971.6115,137027.0226,0.0,340.0482,0.0,-31037.7038,-3920.5838,0.0,0.0,124.9453,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2015-06-30,CNT000571,Merchant 000571,True,True,True,0,933,375,1,15625931,0,0.00,0.00,0.00,1461,660.8481,10001.9571,117527.4784,62.7674,921.2166,179.8937,-1852.8926,-17.0189,13.6493,34.0711,820.904,0.5106,21.0,0.9303611111111112
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2015-01-01,CNT000402,Merchant 000402,True,True,True,0,278580,293,1,0,0,0.00,0.00,0.00,1307,510.2747,388.83,2752.7008,0.0,0.0,0.0,-876.7662,-198.1489,0.0,0.0,0.0,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2018-01-01,CNT000218,Merchant 000218,True,True,True,0,811,501,1,0,18,351152.36,0.00,63463.85,514,69.605,3289.3791,21895.7961,0.0,121.13,0.0,-2716.5015,-367.2083,0.0,0.0,114.5433,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2017-04-01,CNT000125,Merchant 000125,True,True,True,1,161,324,1,2944626,0,0.00,0.00,0.00,728,109.8163,3638.9376,43162.8575,0.0,0.0,0.0,1330.5133,443.8213,0.0,0.0,0.0,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2015-03-01,CNT000780,Merchant 000780,True,False,True,0,267838,309,1,0,0,0.00,0.00,0.00,1460,377.9629,986.9895,10769.1579,9.7077,134.6034,0.0,-2472.7275,-152.1988,0.0,8.5767,101.1562,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2015-06-01,CNT000493,Merchant 000493,True,False,True,1,2615,403,1,0,0,0.00,0.00,0.00,1459,688.7413,18875.0633,614924.3436,11.3033,635.3387,0.0,289187.0467,2313.4938,0.0,10.3816,589.6669,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2015-08-01,CNT001022,Merchant 001022,True,False,True,0,979,281,1,0,18,1141708.33,0.00,0.00,1337,2604.3133,61653.8563,1471359.5,19.3129,800.78,0.0,106485.3829,4150.5589,0.0,21.7573,646.2051,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2017-12-22,CNT000937,Merchant 000937,True,True,True,1,4069,454,1,728217,17,65037.21,0.00,0.00,708,468.5116,1177.7825,13892.4935,0.0,194.7135,18.1579,3675.7002,-51.4058,0.0,0.0,185.2351,0.9243,33.0,0.9243
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2015-06-30,CNT000994,Merchant 000994,True,True,True,0,18998,547,1,2790010818,17,0.00,0.00,9818699.55,1279,6765.4702,322204.7664,4696112.2,885.2097,20320.3536,102.6735,-166640.1473,12537.2783,253.9005,935.0921,15916.0236,0.2263,34.0,0.6484583333333334
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-04-01,CNT000542,Merchant 000542,True,True,True,0,313489,319,1,0,0,0.00,0.00,0.00,608,486.3826,7652.1565,248232.6272,9.1948,46.0854,17.2396,7410.1226,516.818,0.0,10.1158,41.2821,0.8562,0.0,0.8562
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2012-11-01,CNT000478,Merchant 000478,True,True,True,0,283191,477,1,0,0,0.00,0.00,0.00,2067,3716.7078,16791.6163,173050.6237,51.8658,3219.6746,0.0,-1560.9443,-876.1932,32.9516,31.1093,2384.9412,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2018-02-01,CNT000207,Merchant 000207,True,True,True,0,1914,446,1,0,19,1653518.04,0.00,0.00,483,199.1813,422.1652,7972.1536,9.454,44.3879,0.0,986.3966,-96.2448,0.0,11.0067,44.2413,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2015-12-01,CNT000450,Merchant 000450,True,True,True,2,4206,488,1,2355268,0,0.00,0.00,0.00,1157,1009.2099,18648.1449,486703.9556,9.7185,914.1299,0.0,95533.5518,2757.9451,15.3547,8.7815,706.0666,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,1.0,2015-03-01,CNT000944,Merchant 000944,True,True,True,1,808,267,1,0,0,0.00,0.00,0.00,1704,672.0508,37686.9023,409658.1478,20.8011,1280.3938,0.0,-63399.3902,-5109.6986,0.0,0.0,863.5006,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2017-12-15,CNT000198,Merchant 000198,True,False,True,0,4789,435,1,0,18,0.00,0.00,214975.52,654,1037.7093,11030.8305,179064.5899,40.3131,893.2933,17.813,7417.8847,532.4053,15.8599,45.7006,854.7707,0.962,6.0,0.962
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2014-11-01,CNT000514,Merchant 000514,True,False,True,0,2971,375,1,0,0,0.00,0.00,0.00,1459,3247.2979,43452.7171,1015873.8,20.4464,3938.6512,0.0,13000.0043,-110.2498,13.531,18.3404,3824.8155,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2018-07-01,CNT000404,Merchant 000404,True,True,True,0,4451,656,1,25547691,0,0.00,0.00,0.00,364,2822.0351,67008.7583,764683.969,1301.4844,8887.7969,240.4243,40923.0172,412.406,133.2411,1100.0347,7977.5695,-0.296,129.0,0.7371533333333333
2018-10-31,2019-04-30,2019-04-30,2019-07-30,1.0,2017-05-01,CNT000940,Merchant 000940,True,True,True,1,281350,415,1,0,0,0.00,0.00,0.00,729,747.6975,1880.463,15787.2259,0.0,94.5374,0.0,-571.1477,-110.2336,0.0,0.0,63.1032,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2017-09-01,CNT000546,Merchant 000546,True,True,True,0,304264,474,1,0,0,0.00,0.00,0.00,575,340.749,2072.8567,27852.5409,20.0745,253.1016,0.0,3791.7815,435.1136,0.0,17.4624,273.0049,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-06-01,CNT000679,Merchant 000679,True,True,True,0,313036,309,1,0,0,0.00,0.00,0.00,486,286.8871,446.1555,2448.1964,0.0,100.2736,21.1043,-144.1025,-74.5732,0.0,0.0,87.2351,0.7506,0.0,0.7506
2018-01-31,2018-07-31,2018-07-31,2018-10-31,1.0,2017-10-01,CNT000921,Merchant 000921,True,True,True,1,270208,388,1,0,0,0.00,0.00,0.00,303,633.5424,6206.5909,64266.4152,0.0,25.8014,0.0,-5755.3682,-434.6742,0.0,0.0,0.0,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-10-01,CNT000536,Merchant 000536,True,False,True,1,13240,421,1,0,0,0.00,0.00,0.00,364,6087.1517,92962.1557,1625431.7,0.0,2730.487,0.0,-63901.4825,-5056.6518,0.0,0.0,3056.2154,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2016-10-01,CNT000085,Merchant 000085,True,False,True,0,30713,544,1,0,18,2908689.65,0.00,0.00,759,1324.1975,55512.9355,1326253.2,50.4798,901.425,0.0,-34742.7859,2125.5894,14.0108,19.6113,461.1537,,,
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2017-10-02,CNT000938,Merchant 000938,False,True,True,0,1311,375,1,0,0,0.00,0.00,0.00,240,371.2114,1737.316,15188.916,69.282,177.976,0.0,-3817.4286,235.6347,0.0,59.2298,139.1724,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,1.0,2018-01-01,CNT000211,Merchant 000211,True,True,False,1,820,246,1,0,0,0.00,0.00,0.00,333,172.1691,12278.8512,208421.5873,0.0,212.3428,0.0,54391.7555,3749.5643,0.0,0.0,105.7528,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2012-09-01,CNT000418,Merchant 000418,True,True,True,0,265418,563,1,885914,0,0.00,0.00,0.00,2432,4407.6416,26699.4534,402535.4179,178.1755,959.3679,18.4476,13010.0694,3079.202,0.0,165.291,819.1257,0.9062,1.0,0.9062
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2017-07-01,CNT000411,Merchant 000411,True,True,True,0,4923,369,1,0,19,2511001.46,0.00,169281.82,821,2912.5163,12280.3113,155069.5238,56.9284,368.0596,0.0,-44.2055,321.2078,0.0,51.6196,271.7261,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2016-12-31,CNT000091,Merchant 000091,True,True,True,1,277218,268,1,0,0,0.00,0.00,0.00,638,251.457,1984.1106,23314.0401,36.3867,248.3549,0.0,-4613.9569,16.3058,0.0,41.3264,252.6641,,,
2018-02-28,2018-08-28,2018-08-28,2018-11-28,0.0,2018-01-01,CNT000742,Merchant 000742,True,True,True,0,1517,366,1,0,0,0.00,0.00,0.00,239,402.0659,5241.6856,119631.092,9.8534,42.3112,0.0,15846.4084,693.0821,0.0,8.4848,54.5993,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2018-09-01,CNT000304,Merchant 000304,True,True,True,0,317,200,1,0,0,0.00,0.00,0.00,455,22.3268,1061.111,25926.5458,0.0,1005.4778,0.0,-849.002,106.3573,0.0,0.0,920.4143,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2016-09-01,CNT001001,Merchant 001001,True,True,True,0,1973,372,1,0,16,915688.46,0.00,0.00,850,509.7625,1174.3627,13616.9835,22.6289,502.7041,0.0,-2747.0549,-366.0658,0.0,19.9153,269.563,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,1.0,2017-12-15,CNT000649,Merchant 000649,True,False,True,1,4686,424,1,0,0,0.00,0.00,0.00,350,149.2304,42.1242,375.7319,0.0,0.0,0.0,13.047,16.6377,0.0,0.0,0.0,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2016-09-27,CNT000825,Merchant 000825,True,True,True,0,301424,268,1,1252868,15,910442.28,0.00,109535.20,1098,23.0733,80.749,589.6318,0.0,23.5914,0.0,26.126,12.9801,0.0,0.0,25.4107,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2017-09-01,CNT000582,Merchant 000582,True,True,True,2,4114,433,1,0,0,0.00,0.00,0.00,698,3312.9088,50175.0322,454631.7932,203.2846,1964.2322,0.0,17413.3991,4356.5505,100.9531,171.3992,1080.5065,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2013-06-01,CNT000484,Merchant 000484,True,False,True,0,311,234,1,0,0,0.00,0.00,0.00,1977,1597.0361,3579.6672,220423.5086,0.0,21.1081,0.0,-27745.2177,-64.3706,0.0,0.0,27.8165,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,1.0,2018-06-20,CNT000287,Merchant 000287,True,True,True,0,1710,337,1,0,0,0.00,0.00,0.00,497,71.6056,828.875,12573.8777,0.0,0.0,0.0,-2015.402,-229.1396,0.0,0.0,0.0,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2016-06-15,CNT000624,Merchant 000624,True,True,True,0,923,332,1,2282139,0,0.00,0.00,0.00,1141,875.2402,20289.8234,280058.1674,0.0,240.1389,0.0,-9748.3438,-1023.9049,0.0,0.0,174.8894,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,1.0,2017-12-01,CNT000200,Merchant 000200,True,False,True,1,783,271,1,0,0,0.00,0.00,0.00,333,101.6459,2215.409,22997.1211,0.0,250.8962,0.0,1435.9094,276.98,0.0,0.0,187.9364,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2015-03-01,CNT000780,Merchant 000780,True,False,True,0,283101,316,1,0,0,0.00,0.00,0.00,1613,405.809,654.1401,5029.4638,0.0,21.001,0.0,724.3528,168.9734,0.0,0.0,23.8467,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2016-12-30,CNT000466,Merchant 000466,True,True,True,2,1878,352,1,0,0,0.00,0.00,0.00,1065,558.7967,2304.4759,22056.5481,46.2513,175.1275,0.0,1701.2383,-17.1932,0.0,51.2118,133.8509,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2017-11-28,CNT000189,Merchant 000189,True,True,True,0,4533,444,1,531470,0,0.00,0.00,0.00,638,699.8247,12697.5755,159811.2875,108.7945,793.6975,91.3286,1434.944,-481.193,0.0,17.4366,308.2061,-0.2387,7.0,0.2874
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2016-04-25,CNT000658,Merchant 000658,True,True,True,0,4953,478,1,559964805,0,0.00,0.00,0.00,1314,171.3591,7597.808,113049.3105,28.9107,262.0398,57.2906,4680.3968,-438.6949,14.6319,8.7016,222.5396,0.6705,7.0,0.8565666666666667
2018-02-28,2018-08-28,2018-08-28,2018-11-28,0.0,2017-03-20,CNT000965,Merchant 000965,True,True,True,0,303315,474,1,0,0,0.00,0.00,0.00,526,862.3958,5767.1014,72960.4398,0.0,382.1108,0.0,7542.6718,-239.0451,0.0,0.0,290.2944,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2015-03-01,CNT000949,Merchant 000949,True,True,True,0,267719,465,1,4415608,17,0.00,0.00,1294127.40,1460,4829.9722,169397.2338,1692211.7,656.9036,3110.7221,104.5454,4056.4119,2163.765,93.0971,547.8423,1411.2475,0.8647,48.0,0.9403125
2018-02-28,2018-08-28,2018-08-28,2018-11-28,0.0,2014-02-01,CNT000524,Merchant 000524,True,True,True,0,761,193,1,0,17,1071902.61,0.00,0.00,1669,518.6424,1949.7338,12900.6755,21.4791,358.5426,39.0035,-1212.67,-361.8012,29.1068,17.2799,217.5467,0.987,0.0,0.9892
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2016-09-27,CNT000825,Merchant 000825,True,True,True,0,324676,263,1,1455169,0,0.00,0.00,0.00,763,21.4067,16.4052,36.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-10-01,CNT000037,Merchant 000037,True,True,True,0,956,276,1,0,15,815440.26,0.00,0.00,394,311.6397,2083.3117,23899.5813,0.0,184.5342,0.0,2669.0384,405.2425,0.0,0.0,143.8352,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2011-10-01,CNT000378,Merchant 000378,True,True,True,0,275412,389,1,0,18,0.00,0.00,576206.43,2707,4385.2338,61918.5709,876154.891,40.3533,1607.2534,85.6082,-89298.9375,-389.4169,0.0,39.2112,1437.1901,0.743,35.0,0.9098333333333332
